title,date,url,author,section
 Bolsonaro fala em “excesso de proteção” e fim da Justiça do Trabalho,"
4 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/bolsonaro-fala-em-excesso-de-protecao-e-fim-da-justica-do-trabalho/,Ana Luiza Basilio,Política
 Declarações de Bolsonaro e desinteresse econômico afastam a África,"
5 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/declaracoes-de-bolsonaro-e-desinteresse-economico-afastam-a-africa/,RFI,Política
 Ainda (e sempre) em defesa da Justiça do Trabalho,"
11 de janeiro de 2019 ",https://www.cartacapital.com.br/justica/ainda-e-sempre-em-defesa-da-justica-do-trabalho/,Valdete Severo,Justiça
" A Justiça do Trabalho, as vacas e os brejos","
9 de janeiro de 2019 ",https://www.cartacapital.com.br/justica/a-justica-do-trabalho-as-vacas-e-os-brejos/,Wilson Ramos Filho (Xixo),Justiça
Coreia do Norte tem pior colheita em mais de uma década,"
7 de março de 2019 ",https://www.cartacapital.com.br/mundo/coreia-do-norte-tem-pior-colheita-em-mais-de-uma-decada/,Deutsche Welle,Mundo
Coreia do Norte ameaça suspender negociações sobre desnuclearização,"
15 de março de 2019 ",https://www.cartacapital.com.br/mundo/coreia-do-norte-ameaca-suspender-negociacoes-sobre-desnuclearizacao/,Deutsche Welle,Mundo
" Prender, amontoar e (des)cumprir a Constituição","
7 de janeiro de 2019 ",https://www.cartacapital.com.br/justica/prender-amontoar-e-cumprir-a-constituicao/,Fábio Prudente Netto e Vitor Jorge Gonçalves Vasconcelos,Justiça
Procurador pede que Bolsonaro seja investigado por “fantasma”,"
28 de fevereiro de 2019 ",https://www.cartacapital.com.br/politica/procurador-pede-que-bolsonaro-seja-investigado-por-fantasma/,Redação,Política
Manifesto de atirador da Nova Zelândia faz menção ao Brasil,"
16 de março de 2019 ",https://www.cartacapital.com.br/mundo/manifesto-de-atirador-da-nova-zelandia-faz-mencao-ao-brasil/,Deutsche Welle,Mundo
" PT, PSB, PSOL e Rede oficializam bloco progressista na Câmara","
1 de fevereiro de 2019 ",https://www.cartacapital.com.br/politica/pt-psb-psol-e-rede-oficializam-bloco-progressista-na-camara/,Marina Gama Cubas,Política
Eduardo Bolsonaro presidirá Comissão de Relações Exteriores da Câmara,"
14 de março de 2019 ",https://www.cartacapital.com.br/politica/eduardo-bolsonaro-presidira-comissao-de-relacoes-exteriores-da-camara/,Redação,Política
 Idas e vindas da esquerda na tentativa de criar um bloco na Câmara,"
29 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/idas-e-vindas-da-esquerda-na-tentativa-de-criar-um-bloco-na-camara/,Marina Gama Cubas,Política
Mulheres criticam governo Bolsonaro e pedem fim do feminicídio,"
9 de março de 2019 ",https://www.cartacapital.com.br/sociedade/mulheres-criticam-governo-bolsonaro-e-pedem-fim-do-feminicidio/,Maria Paula Malheiros,Sociedade
 Câmara barra decreto contra Lei de Acesso à Informação,"
19 de fevereiro de 2019 ",https://www.cartacapital.com.br/politica/camara-barra-decreto-que-reduz-o-alcance-da-lei-de-acesso-a-informacao/,Agência Câmara,Política
" Para Freixo, apoio a Rodrigo Maia na Câmara é o suicídio da esquerda","
19 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/para-freixo-apoio-a-rodrigo-maia-na-camara-e-o-suicidio-da-esquerda/,Fred Melo Paiva,Política
Alckmin será comentarista de saúde e bem-estar na TV Gazeta,"
26 de março de 2019 ",https://www.cartacapital.com.br/politica/alckmin-sera-comentarista-de-saude-e-bem-estar-na-tv-gazeta/,Redação,Política
Ex-chefe de campanha de Trump é condenado a sete anos de prisão,"
13 de março de 2019 ",https://www.cartacapital.com.br/mundo/ex-chefe-de-campanha-de-trump-e-condenado-a-sete-anos-de-prisao/,Deutsche Welle,Mundo
 O que está por trás do combate ao investimento produtivo chinês?,"
18 de fevereiro de 2019 ",https://www.cartacapital.com.br/economia/o-que-esta-por-tras-do-combate-ao-investimento-produtivo-chines/,Giorgio Romano,Economia
China corta impostos e amplia o crédito contra a desaceleração do PIB,"
5 de março de 2019 ",https://www.cartacapital.com.br/economia/china-corta-impostos-e-amplia-o-credito-contra-a-desaceleracao-do-pib/,RFI,Economia
Ex-secretário de Alckmin vira réu por receber propina de empreiteira,"
7 de março de 2019 ",https://www.cartacapital.com.br/politica/ex-secretario-de-alckmin-vira-reu-por-receber-propina-de-empreiteira/,Redação,Política
" Brasil, Estados Unidos, China","
25 de janeiro de 2019 ",https://www.cartacapital.com.br/economia/brasil-estados-unidos-china/,Paulo Nogueira Batista Jr.,Opinião
" Na Venezuela, multidões vão às ruas contra e a favor de Maduro","
3 de fevereiro de 2019 ",https://www.cartacapital.com.br/mundo/na-venezuela-multidoes-vao-as-ruas-contra-e-a-favor-de-maduro/,Deutsche Welle,Mundo
" Assassinato de Khashoggi foi planejado, diz relatora da ONU","
8 de fevereiro de 2019 ",https://www.cartacapital.com.br/mundo/assassinato-de-khashoggi-foi-planejado-diz-relatora-da-onu/,RFI,Mundo
Os primeiros 100 dias da esquerda no poder no México,"
10 de março de 2019 ",https://www.cartacapital.com.br/mundo/os-primeiros-100-dias-da-esquerda-no-poder-no-mexico/,Deutsche Welle,Mundo
México pede que Espanha e Vaticano se desculpem por colonização,"
26 de março de 2019 ",https://www.cartacapital.com.br/mundo/mexico-pede-que-espanha-e-vaticano-se-desculpem-por-colonizacao/,Deutsche Welle,Mundo
"Contra Reforma da Previdência, Brasil tem “esquenta” para greve geral","
22 de março de 2019 ",https://www.cartacapital.com.br/politica/contra-reforma-da-previdencia-brasil-tem-esquenta-para-greve-geral/,Rodrigo Martins,Política
"Inteligência artificial desperta fascínio e temor no Brasil, diz pesquisa","
4 de abril de 2019 ",https://www.cartacapital.com.br/sociedade/inteligencia-artificial-desperta-fascinio-e-temor-no-brasil-diz-pesquisa/,Reinaldo Canto,Sociedade
Reforma: deputados do centrão decidem vetar BPC e aposentadoria rural,"
26 de março de 2019 ",https://www.cartacapital.com.br/politica/reforma-deputados-do-centrao-decidem-vetar-bpc-e-aposentadoria-rural/,Thais Reis Oliveira,Política
Ministro de Bolsonaro usa nazismo para rebater jornalista alemão,"
7 de março de 2019 ",https://www.cartacapital.com.br/mundo/ministro-de-bolsonaro-evoca-nazismo-para-rebater-jornalista-alemao/,Deutsche Welle,Mundo
A postura do clã Bolsonaro no caso Marielle,"
14 de março de 2019 ",https://www.cartacapital.com.br/politica/a-postura-do-cla-bolsonaro-no-caso-marielle/,Deutsche Welle,Política
Wyllys: “Marielle sempre quis ser honesta consigo e com as pessoas”,"
14 de março de 2019 ",https://www.cartacapital.com.br/politica/wyllys-marielle-sempre-quis-ser-honesta-consigo-e-com-as-pessoas/,Thaís Chaves,Política
"Com homenagem a Marielle e aos heróis esquecidos, Mangueira é campeã","
6 de março de 2019 ",https://www.cartacapital.com.br/sociedade/com-homenagem-a-marielle-e-aos-herois-esquecidos-mangueira-e-campea/,Alexandre Putti,Sociedade
" “Saída é mais poderosa que minha permanência”, diz Jean Wyllys","
18 de fevereiro de 2019 ",https://www.cartacapital.com.br/politica/minha-saida-e-mais-poderosa-que-minha-permanencia-diz-jean-wyllys/,Deutsche Welle,Política
Impunidade no caso de Marielle e Anderson é uma ferida aberta,"
14 de março de 2019 ",https://www.cartacapital.com.br/politica/a-espera-da-verdade-sobre-a-morte-de-marielle-franco/,Juliano Medeiros,Opinião
" Reunida em apoio a Jean Wyllys, a esquerda esquece suas divergências","
30 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/reunida-em-apoio-a-jean-wyllys-a-esquerda-esquece-suas-divergencias/,Thaís Chaves,Política
" Frota vence disputa e tira marca MBL de Kim, Renan e Holiday","
4 de fevereiro de 2019 ",https://www.cartacapital.com.br/politica/frota-vence-disputa-e-tira-marca-mbl-de-kim-renan-e-holiday/,Vinicius Segalla,Política
Jean Wyllys: “Temo que Lula morra na prisão”,"
26 de fevereiro de 2019 ",https://www.cartacapital.com.br/politica/jean-wyllys-promete-do-autoexilio-continuar-sua-militancia/,Fátima Lacerda,Política
 Kim Kataguiri perde ação contra repórter que o chamou de fascista,"
14 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/kim-kataguiri-perde-acao-contra-reporter-que-lhe-chamou-de-fascista/,Vinicius Segalla,Política
 Suplente de Jean Wyllys rebate Bolsonaro: “Segura a empolgação”,"
24 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/suplente-de-jean-wyllys-rebate-bolsonaro-segura-a-empolgacao/,Thais Reis Oliveira,Política
Tiburi: “Recebo mensagens dizendo que vão me dar um tiro na testa”,"
12 de março de 2019 ",https://www.cartacapital.com.br/politica/tiburi-recebo-mensagens-dizendo-que-vao-me-dar-um-tiro-na-testa/,Carol Scorce,Política
"Nossa aliança não é nova, diz presidenta do PCdoB sobre apoio a Maia","
16 de janeiro de 2019 ",https://www.cartacapital.com.br/politica/nossa-alianca-nao-e-nova-diz-presidente-do-pcdob-sobre-apoio-a-maia/,Marina Gama Cubas,Política
 MP não descarta participação de policial preso em morte de Marielle,"
22 de janeiro de 2019 ",https://www.cartacapital.com.br/sociedade/mp-nao-descarta-participacao-de-policial-preso-em-morte-de-marielle/,Marina Lang,Sociedade
 Por que a embaixada do Brasil em Berlim vem sendo vandalizada?,"
1 de fevereiro de 2019 ",https://www.cartacapital.com.br/mundo/por-que-a-embaixada-do-brasil-em-berlim-vem-sendo-vandalizada/,Deutsche Welle,Mundo
"Sob ameaças, Márcia Tiburi decide sair do Brasil","
11 de março de 2019 ",https://www.cartacapital.com.br/politica/sob-ameacas-marcia-tiburi-decide-sair-do-brasil/,Redação,Política
 “Ataque a embaixada foi ato contra Bolsonaro”,"
3 de fevereiro de 2019 ",https://www.cartacapital.com.br/mundo/ataque-a-embaixada-foi-ato-contra-bolsonaro/,Deutsche Welle,Mundo
 Ataque a embaixada de Berlim foi para marcar um mês do governo Bolsonaro,"
5 de fevereiro de 2019 ",https://www.cartacapital.com.br/mundo/ataque-a-embaixada-foi-ato-contra-bolsonaro-2/,Deutsche Welle,Mundo
Esquerda chega enfraquecida para eleição do Parlamento Europeu,"
9 de março de 2019 ",https://www.cartacapital.com.br/mundo/esquerda-chega-enfraquecida-para-eleicao-do-parlamento-europeu/,Deutsche Welle,Mundo
Bannon: Bolsonaro e Salvini são os políticos mais importantes do mundo,"
26 de março de 2019 ",https://www.cartacapital.com.br/mundo/bannon-bolsonaro-e-salvini-sao-os-politicos-mais-importantes-do-mundo/,RFI,Mundo
